"","ymin","ymax","label","fontface","PANEL","group","colour","fill","size","angle","hjust","vjust","alpha","family","lineheight","x","y"
"53",7.51880151663024,16.0249580759567,NA,2,"18",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"54",1.95789511104996,4.84087834878144,NA,2,"19",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"55",86.2367150458092,91.2366550079067,"0.06 (0.055–0.076)",2,"19",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"56",6.00649428548269,10.3494522728337,NA,2,"19",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"57",45.9863241206197,58.9323293920668,NA,2,"20",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"58",38.2270952360318,51.1158477694376,"0.045 (0.02–0.05)",2,"20",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"59",1.28398491275082,6.16880307647734,NA,2,"20",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"60",0.734716794902304,6.12378819706304,NA,2,"21",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"61",82.0253155061478,92.2477681606242,"0.068 (0.06–0.08)",2,"21",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"62",5.92942412072619,15.3391342848721,NA,2,"21",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"63",5.34316738904395,10.5693224658405,NA,2,"22",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"64",74.9463749089477,82.7865104097933,"0.07 (0.06–0.085)",2,"22",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"65",10.3311418844696,16.9382144584788,NA,2,"22",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"66",5.80656781114217,14.6349993397571,NA,2,"23",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"67",74.8527149745838,86.3644359860647,"0.063 (0.056–0.08)",2,"23",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"68",5.80656781114217,14.6349993397571,NA,2,"23",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"69",12.6981115944372,25.5371375362759,NA,2,"24",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"70",39.0033291539383,55.2642718075789,"0.08 (0.051–0.141)",2,"24",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"71",27.2579953078316,42.8076077213678,NA,2,"24",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"72",7.78427198248732,20.3989745273144,NA,2,"25",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"73",69.7367249823636,84.9264995379334,"0.064 (0.056–0.08)",2,"25",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
"74",4.73102239789664,15.672958763096,NA,2,"25",-1,"gray60",NA,1.5,0,0.5,0.5,NA,"",1.2,1.6,106
